Model,#States,BVI,D_BVI,D_SVI,G_BVI,G_OVI,G_SVI,OPT_OVI,OVI,SVI,TOP_BVI,TOP_OVI,TOP_SVI,TOP_VI,T_BVI,T_OVI,T_SI_SI,T_SVI,VI,WP
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_2,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_7,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.0001_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_2,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_7,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_MinTransProb_0.01_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_2,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_7,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_100_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_11,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_12,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_13,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_14,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_15,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_16,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_17,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_18,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_19,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_2,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_20,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_7,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.0001_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_11,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_12,,,,,,,,,,,,,,,,,0.0,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_13,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_14,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_15,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_16,,,,,,,,,,,,,,,,,0.0,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_17,,,,,,,,,,,,,,,,,0.0,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_18,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_19,,,,,,,,,,,,,,,,,0.0,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_2,,,,,,,,,,,,,,,,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_20,,,,,,,,,,,,,,,,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_4,,,,,,,,,,,,,,,,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_5,,,,,,,,,,,,,,,,,,,0.9000000000000002,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_7,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_8,,,,,,,,,,,,,,,,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_MinTransProb_0.01_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_3_Model_1,10002,0.9,,,,0.9,,,,0.9,0.9,,,0.9,0.9,0.9,0.9,,0.9,
RANDOM_Size_10002_MinAct_3_Model_10,10002,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinAct_3_Model_11,,,,,,,,,,,,,,,,,0.9,,,
RANDOM_Size_10002_MinAct_3_Model_12,10002,0.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinAct_3_Model_13,,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,
RANDOM_Size_10002_MinAct_3_Model_14,,,,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinAct_3_Model_15,,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_16,,,,0.0,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_17,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_Model_18,10002,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_Model_19,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_2,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_Model_20,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_3,,,,,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_4,,,,0.0,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_5,,,,0.9,,,,,,0.9,0.900000000000019,,,,0.9,0.9,,,0.9,
RANDOM_Size_10002_MinAct_3_Model_6,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,
RANDOM_Size_10002_MinAct_3_Model_7,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,
RANDOM_Size_10002_MinAct_3_Model_8,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,
RANDOM_Size_10002_MinAct_3_Model_9,10002,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_11,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_12,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_13,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_14,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_15,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_16,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_17,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_18,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_19,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_2,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_20,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_6,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_7,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.0001_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_10,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_11,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_12,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_13,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_14,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_15,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_16,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_17,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_18,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_19,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_2,,,,,,,,,,,,,,,,,,,0.738,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_20,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_4,,,,,,,,,,,,,,,,,,,0.9000000000000001,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_5,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_6,,,,,,,,,,,,,,,,,,,0.9000000000000002,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_7,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_8,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_MinTransProb_0.01_Model_9,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_1,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_10,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_11,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_12,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_13,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_14,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_15,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_16,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_17,,,,,,,,,,,,,,,,,,,0.9,
RANDOM_Size_10002_MinAct_5_Model_18,,,,,,,,,,,,,,,,,,,0.9,
RANDOM_Size_10002_MinAct_5_Model_19,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_2,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_20,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_3,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_4,,,,,,,,,,,,,,,,,,,,
RANDOM_Size_10002_MinAct_5_Model_5,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_6,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_7,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_8,,,,,,,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinAct_5_Model_9,,,,,,,,,,,,,,,,,,,0.9,
RANDOM_Size_10002_MinTransProb_0.0001_Model_1,10002,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_10,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_11,10002,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_12,10002,,,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_13,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_14,10002,,,,,,,,,,,,,,,0.8768042405679075,,,0.876704773940169,
RANDOM_Size_10002_MinTransProb_0.0001_Model_15,10002,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_16,10002,,,0.9,,0.9000000000000001,0.9,0.9000000000000001,0.9000000000000001,0.7074127224959003,,,,,,0.9000000000000001,,0.9000000000000001,0.9000000000000001,0.9
RANDOM_Size_10002_MinTransProb_0.0001_Model_17,10002,,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_18,10002,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_19,10002,0.0,,,,0.0,,,,,,,,,,,,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_2,10002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_20,,,,,,0.007285829349144399,,,0.007285829349144399,,,,,0.007285829349144399,,0.007285829349144398,,,0.00728582934909198,
RANDOM_Size_10002_MinTransProb_0.0001_Model_3,10002,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,
RANDOM_Size_10002_MinTransProb_0.0001_Model_4,10002,,,,,0.3681106007052959,,,,,,,,,,0.3681106431715095,,,0.3680437983523214,
RANDOM_Size_10002_MinTransProb_0.0001_Model_5,9998,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_6,10001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_7,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_8,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.0001_Model_9,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_10,10002,0.9000000000000004,,0.9,0.9000000000000005,0.9000000000000001,0.9,0.9000000000000001,,0.6389604900000001,,,0.0,,,,,0.9,0.9000000000000001,0.9
RANDOM_Size_10002_MinTransProb_0.01_Model_11,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_12,10002,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_13,10002,0.9,,0.666,0.9,,,0.9,,0.666,,,,,,,,,0.9,
RANDOM_Size_10002_MinTransProb_0.01_Model_14,10002,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_15,10002,0.0,,,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_16,10002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_17,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
RANDOM_Size_10002_MinTransProb_0.01_Model_18,10002,0.0,,,0.0,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
RANDOM_Size_10002_MinTransProb_0.01_Model_19,10002,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
